,start,end,startlat,startlng,endlat,endlng,direction,sentence,duration,distance
16,이태원제1동,신당1동,126.9950384,37.5325225,127.0145478,37.5620973,이태원제1동신당1동,이태원제1동에서 신당1동,14,18
46,이문3동,둔촌제2동,127.065075,37.6033571,127.1419221,37.5332885,이문3동둔촌제2동,이문3동에서 둔촌제2동,33,14
128,이문3동,오금동,127.065075,37.6033571,126.9138,37.6674,이문3동오금동,이문3동에서 오금동,50,23
170,상도1동,면목3.8동,126.953089,37.4981,127.0880603,37.5829681,상도1동면목3.8동,상도1동에서 면목3.8동,37,20
178,상도1동,영등포동,126.953089,37.4981,126.9106918,37.5203985,상도1동영등포동,상도1동에서 영등포동,15,5.6
191,공릉1.3동,면목3.8동,127.073838,37.624874,127.0880603,37.5829681,공릉1.3동면목3.8동,공릉1.3동에서 면목3.8동,21,6.6
253,답십리4동,충현동,127.06125,37.567417,126.9546863,37.5648265,답십리4동충현동,답십리4동에서 충현동,31,11
258,신당3동,광희동,127.0090022,37.552479,127.0050623,37.564494,신당3동광희동,신당3동에서 광희동,7,2.1
268,답십리4동,반포4동,127.06125,37.567417,127.0003853,37.4974314,답십리4동반포4동,답십리4동에서 반포4동,28,15
287,신당3동,둔촌제2동,127.0090022,37.552479,127.1419221,37.5332885,신당3동둔촌제2동,신당3동에서 둔촌제2동,30,15
306,장안1동,풍납2동,127.066375,37.567842,127.1157686,37.5292584,장안1동풍납2동,장안1동에서 풍납2동,20,8.7
317,잠실3동,면목3.8동,127.094375,37.513333,127.0880603,37.5829681,잠실3동면목3.8동,잠실3동에서 면목3.8동,24,13
340,장안2동,송산1동,127.0706,37.578483,127.0866851,37.7311817,장안2동송산1동,장안2동에서 송산1동,31,21
367,장안1동,휘경제2동,127.066375,37.567842,127.0685788,37.5902093,장안1동휘경제2동,장안1동에서 휘경제2동,10,2.7
398,상도1동,신장2동,126.953089,37.4981,127.2140117,37.5417094,상도1동신장2동,상도1동에서 신장2동,48,34
405,방학제1동,가능동,127.0407251,37.6641763,127.0384877,37.7505409,방학제1동가능동,방학제1동에서 가능동,19,11
431,상도1동,안양8동,126.953089,37.4981,126.932137,37.3842191,상도1동안양8동,상도1동에서 안양8동,38,18
433,신당4동,혜화동,127.014687,37.557083,127.0005764,37.5869186,신당4동혜화동,신당4동에서 혜화동,18,4.9
445,신정4동,답십리3동,126.8558042,37.5245455,127.0512678,37.5717963,신정4동답십리3동,신정4동에서 답십리3동,47,25
452,전농3동,상봉제2동,127.0600375,37.5781027,127.0808518,37.592892,전농3동상봉제2동,전농3동에서 상봉제2동,12,3.7
485,고덕제2동,답십리3동,127.16435,37.5605,127.0512678,37.5717963,고덕제2동답십리3동,고덕제2동에서 답십리3동,27,14
500,상도1동,종로1.2.3.4가동,126.953089,37.4981,126.9902618,37.574461,상도1동종로1.2.3.4가동,상도1동에서 종로1.2.3.4가동,27,11
518,신당3동,여의동,127.0090022,37.552479,126.934584,37.5177232,신당3동여의동,신당3동에서 여의동,28,14
551,사직동,제기동,126.9688397,37.576196,127.0378551,37.5831612,사직동제기동,사직동에서 제기동,28,14
582,신내1동,면목3.8동,127.099538,37.605882,127.0880603,37.5829681,신내1동면목3.8동,신내1동에서 면목3.8동,11,3.8
609,성내제2동,답십리4동,127.129563,37.532425,127.06125,37.567417,성내제2동답십리4동,성내제2동에서 답십리4동,24,8.8
614,답십리4동,수유제3동,127.06125,37.567417,127.023125,37.638715,답십리4동수유제3동,답십리4동에서 수유제3동,32,10
687,방배3동,제기동,126.9999918,37.4784409,127.0378551,37.5831612,방배3동제기동,방배3동에서 제기동,38,15
804,자양제2동,신당6동,127.084438,37.528825,127.0194239,37.5600562,자양제2동신당6동,자양제2동에서 신당6동,17,9.1
818,신당3동,정자3동,127.0090022,37.552479,127.1195385,37.3607965,신당3동정자3동,신당3동에서 정자3동,45,29
848,이문3동,휘경제2동,127.065075,37.6033571,127.0685788,37.5902093,이문3동휘경제2동,이문3동에서 휘경제2동,6,2.8
865,도봉제2동,의정부1동,127.046575,37.669751,127.0475771,37.7464356,도봉제2동의정부1동,도봉제2동에서 의정부1동,21,11
1011,공릉1.3동,제기동,127.073838,37.624874,127.0378551,37.5831612,공릉1.3동제기동,공릉1.3동에서 제기동,20,7.9
1024,상도1동,여의동,126.953089,37.4981,126.934584,37.5177232,상도1동여의동,상도1동에서 여의동,15,5.8
1106,답십리3동,소사본2동,127.0512678,37.5717963,126.79993,37.4800723,답십리3동소사본2동,답십리3동에서 소사본2동,58,36
1125,일원본동,면목3.8동,127.0864633,37.4833484,127.0880603,37.5829681,일원본동면목3.8동,일원본동에서 면목3.8동,34,20
1131,명륜3가,석촌동,126.9931,37.5875,127.1037,37.503592,명륜3가석촌동,명륜3가에서 석촌동,39,27
1172,중계4동,김포본동,127.0780091,37.6587275,126.7057,37.6275987,중계4동김포본동,중계4동에서 김포본동,52,51
1198,상도1동,역삼1동,126.953089,37.4981,127.0333574,37.4954841,상도1동역삼1동,상도1동에서 역삼1동,24,11
1292,용답동,장안1동,127.0555515,37.5640618,127.066375,37.567842,용답동장안1동,용답동에서 장안1동,7,1.9
1296,제기동,종암동,127.0378551,37.5831612,127.0351572,37.5990075,제기동종암동,제기동에서 종암동,9,2.2
1319,신당4동,이화동,127.014687,37.557083,127.004338,37.577008,신당4동이화동,신당4동에서 이화동,13,3.5
1324,내곡동,신당3동,127.0583103,37.4493583,127.0090022,37.552479,내곡동신당3동,내곡동에서 신당3동,27,14
1329,상도1동,제기동,126.953089,37.4981,127.0378551,37.5831612,상도1동제기동,상도1동에서 제기동,37,17
1336,신당3동,화양동,127.0090022,37.552479,127.0713152,37.5465421,신당3동화양동,신당3동에서 화양동,23,7.6
1349,구의제2동,전농3동,127.0899111,37.5472481,127.0600375,37.5781027,구의제2동전농3동,구의제2동에서 전농3동,19,6.7
1428,제기동,신정3동,127.0378551,37.5831612,126.8547892,37.5151685,제기동신정3동,제기동에서 신정3동,43,29
1438,신당4동,삼선동,127.014687,37.557083,127.0146297,37.5908326,신당4동삼선동,신당4동에서 삼선동,16,4.3
1447,면목3.8동,장안1동,127.0880603,37.5829681,127.066375,37.567842,면목3.8동장안1동,면목3.8동에서 장안1동,10,3.2
1458,휘경제2동,장안2동,127.0685788,37.5902093,127.0706,37.578483,휘경제2동장안2동,휘경제2동에서 장안2동,9,2.7
1498,신당3동,진건읍,127.0090022,37.552479,127.1777148,37.6546279,신당3동진건읍,신당3동에서 진건읍,52,26
1526,장안2동,휘경제2동,127.0706,37.578483,127.0685788,37.5902093,장안2동휘경제2동,장안2동에서 휘경제2동,6,1.9
